ratio 1,ratio 2,key,in_g_vs_s,p_value_g_vs_s,statistic_g_vs_s,in_h_vs_s,p_value_h_vs_s,statistic_h_vs_s,in_h_vs_g,p_value_h_vs_g,statistic_h_vs_g,presence_count
mn_cu,cr_y,mn_cu||cr_y,True,1.9254044862523034e-07,0.0310130091247666,False,,,True,2.9550016146362753e-31,0.0299595169942146,2
si_ti,cr_sc,si_ti||cr_sc,True,1.9335967815284466e-07,0.0205370784423168,True,0.0006215474667843,0.0079969523231622,False,,,2
sc_mn,si_ni,sc_mn||si_ni,True,1.967891438377756e-07,0.026127572662671,True,0.0001191952998801,0.0123237752427,False,,,2
si_cu,si_mn,si_cu||si_mn,True,1.980321923249381e-07,0.0294730052905361,True,0.000522787663924,0.0126022207120831,False,,,2
cr_ca,cr_na,cr_ca||cr_na,True,2.022496256050383e-07,0.026150132348566,False,,,True,3.1104630649888406e-41,0.0370941391072419,2
nd_ti,sc_v,nd_ti||sc_v,True,2.02893268246155e-07,0.0429909972567336,True,0.0003209614299567,0.0179849601858662,False,,,2
nd_zn,cr_na,nd_zn||cr_na,True,2.051819008832524e-07,0.0515079798673108,False,,,True,4.8778681917907785e-31,0.0423934875268164,2
ca_cu,nd_ca,ca_cu||nd_ca,True,2.087163018649101e-07,0.0448148967149296,True,0.0003068545028558,0.0190318115637426,False,,,2
nd_ba,cr_sc,nd_ba||cr_sc,True,2.1258804533306066e-07,0.0401425179671381,False,,,True,3.6097118082819348e-28,0.0309557489583287,2
nd_na,si_na,nd_na||si_na,True,1.3644788182872364e-07,0.0525918786527357,False,,,True,2.7844555147717008e-36,0.0570189789827837,2
cr_na,k_nd,cr_na||k_nd,True,2.166952025610005e-07,0.0472854199827632,False,,,True,2.2912077800956523e-30,0.0385723425071204,2
mn_cu,nd_ti,mn_cu||nd_ti,True,2.2018421028157345e-07,0.0416085792765822,False,,,True,3.1174924028564747e-27,0.0307673882698218,2
cr_y,nd_v,cr_y||nd_v,True,2.202692028963115e-07,0.0439610513440653,False,,,True,1.2133696534044292e-30,0.0394046026786209,2
zn_ni,nd_na,zn_ni||nd_na,True,2.372701713247055e-07,0.050269475933115,False,,,True,1.1141614953250984e-33,0.0504289449191917,2
zn_ti,nd_na,zn_ti||nd_na,True,2.3819715304739697e-07,0.0503142667984229,False,,,True,5.1380073737807715e-34,0.0509829563351308,2
na_mn,v_ti,na_mn||v_ti,True,2.445351767685083e-07,0.0275322625839891,False,,,True,2.515186287611356e-36,0.0352927782669758,2
si_mn,na_ti,si_mn||na_ti,True,2.454887413292037e-07,0.0271515838976672,False,,,True,3.5169059287366385e-33,0.0299643559922419,2
v_ca,v_y,v_ca||v_y,True,2.509976447312952e-07,0.0317472332607136,True,1.6119762690699204e-05,0.0224867746998811,False,,,2
nd_na,sc_na,nd_na||sc_na,True,2.517848207642988e-07,0.0533183456357932,False,,,True,1.3800562246815982e-38,0.0657342759157009,2
na_mn,cr_ni,na_mn||cr_ni,True,2.51948900656548e-07,0.0268905185155221,False,,,True,5.052150519419664e-41,0.0399103138154606,2
k_ti,nd_na,k_ti||nd_na,True,2.1623591055747897e-07,0.0504251561973736,False,,,True,1.4109953441958537e-35,0.0536084568226494,2
nd_ti,nd_ba,nd_ti||nd_ba,True,1.308727071922347e-07,0.0523935199371427,False,,,True,5.984449075960481e-29,0.0395253494264346,2
si_ca,si_v,si_ca||si_v,True,1.311816150095216e-07,0.0235678669600075,True,4.75886650983236e-05,0.0145396791351742,False,,,2
nd_ca,na_ti,nd_ca||na_ti,True,1.3271336884139765e-07,0.0462645125417041,False,,,True,4.630388762015145e-25,0.0298086510176131,2
ti_mn,na_mn,ti_mn||na_mn,True,9.065483541029565e-08,0.0312711993010113,False,,,True,8.704894455621019e-38,0.0372140341227186,2
sc_cu,nd_na,sc_cu||nd_na,True,1.388795818238023e-07,0.0547358439147693,False,,,True,1.345269338747892e-34,0.0555718784459323,2
cr_y,si_na,cr_y||si_na,True,1.4064841111483457e-07,0.0316369022689124,False,,,True,4.9424572562755644e-26,0.0247713778820589,2
v_ca,nd_ti,v_ca||nd_ti,True,1.437237320002814e-07,0.0427475814206955,True,0.0004152606929747,0.0165889057512894,False,,,2
v_ca,si_ni,v_ca||si_ni,True,1.460319581532864e-07,0.0228350798242269,True,3.4670258526263e-07,0.0237693731935125,False,,,2
ca_cu,nd_na,ca_cu||nd_na,True,1.5323540115008977e-07,0.0525101810433921,False,,,True,7.576459796087245e-36,0.0564143919652795,2
sc_zn,nd_na,sc_zn||nd_na,True,1.8777155366169165e-07,0.0518358126400886,False,,,True,4.955537943114834e-34,0.0513724824316302,2
na_ti,nd_na,na_ti||nd_na,True,1.620178664939307e-07,0.0530160980941413,False,,,True,2.0449128519342185e-39,0.0644976606615634,2
nd_ca,co_ca,nd_ca||co_ca,True,1.6218880835800953e-07,0.045141314650315,True,0.0005014519530032,0.0166822846585297,False,,,2
nd_cu,si_mn,nd_cu||si_mn,True,1.6239944795232166e-07,0.0544866334511667,False,,,True,3.417876742056e-27,0.040673036403152,2
na_mn,cr_k,na_mn||cr_k,True,1.626175090118543e-07,0.0296245124891182,False,,,True,9.206928251706672e-36,0.0342019213658859,2
na_ti,cr_y,na_ti||cr_y,True,1.6616309020929757e-07,0.0313800350165884,False,,,True,2.2558547066309742e-34,0.0349133914313889,2
nd_cu,nd_na,nd_cu||nd_na,True,1.7167530283675668e-07,0.0726715710258876,False,,,True,2.648060851398094e-32,0.0669592530917171,2
ti_mn,co_si,ti_mn||co_si,True,1.7540320112629654e-07,0.0209118516872716,True,0.0005618674446109,0.0084565759852314,False,,,2
mn_cu,cr_si,mn_cu||cr_si,True,1.7699547947852917e-07,0.0265075733403328,False,,,True,1.7335225934003518e-29,0.0236682561869843,2
k_ca,nd_na,k_ca||nd_na,True,1.7890198733020365e-07,0.0511640158821802,False,,,True,2.9812622456640744e-35,0.0530488492789355,2
cr_cu,si_mn,cr_cu||si_mn,True,1.8536644930990948e-07,0.0274895548303656,False,,,True,3.5505328356821855e-27,0.0227989649031408,2
na_ca,cr_y,na_ca||cr_y,True,1.597670733059012e-07,0.0321057282673283,False,,,True,3.3235964062758835e-35,0.0381737225447477,2
na_mn,nd_ni,na_mn||nd_ni,True,4.086033618895625e-08,0.0471765463665729,False,,,True,6.572405204986473e-39,0.0485446075896959,2
nd_ba,nd_na,nd_ba||nd_na,True,4.138427117403251e-08,0.0644274362700628,False,,,True,8.410015844437396e-39,0.0667410261938262,2
zn_mn,si_v,zn_mn||si_v,True,4.200850434795708e-08,0.0358559800338544,True,4.545409928898053e-05,0.0182649492157857,False,,,2
si_cu,nd_ca,si_cu||nd_ca,True,4.467441235745367e-08,0.0497718799312689,True,0.0004440975694347,0.0171778374811453,False,,,2
cr_mn,si_v,cr_mn||si_v,True,4.4698434307164865e-08,0.0228683207375551,True,1.142268309546166e-05,0.0147457269767364,False,,,2
na_mn,cr_ti,na_mn||cr_ti,True,4.55245408674872e-08,0.0305939965381892,False,,,True,6.921992639441219e-41,0.0394005119575887,2
co_mn,cr_y,co_mn||cr_y,True,4.632397593571488e-08,0.032795038775284,False,,,True,7.44290971326319e-27,0.0239274450875863,2
ni_ca,nd_na,ni_ca||nd_na,True,4.6779754407497764e-08,0.0561026896793745,False,,,True,2.386233358644497e-36,0.0548308210889008,2
y_ti,nd_ti,y_ti||nd_ti,True,4.6928304056169117e-08,0.0465307406199087,False,,,True,7.598400085214991e-26,0.0291449803690636,2
y_mn,nd_v,y_mn||nd_v,True,8.755336809047376e-08,0.0486238819865909,False,,,True,6.655606295223989e-30,0.0394754631676644,2
sc_ca,nd_na,sc_ca||nd_na,True,4.734329646333063e-08,0.0564068069850729,False,,,True,5.076658745172391e-36,0.0544817108724611,2
ni_ti,nd_na,ni_ti||nd_na,True,4.865768241020021e-08,0.0570874651630899,False,,,True,1.8775951701705934e-36,0.056344268425046,2
v_y,cr_sc,v_y||cr_sc,True,4.8681094805866585e-08,0.0350155418426873,True,0.0004632869868994,0.013438605417883,False,,,2
mn_cu,y_mn,mn_cu||y_mn,True,4.8765979792707825e-08,0.0377302910497508,False,,,True,2.504131054853062e-27,0.0282525567483934,2
nd_ca,sc_ni,nd_ca||sc_ni,True,4.894411527807642e-08,0.0489327381004578,True,0.0005863046988821,0.0160333395694034,False,,,2
nd_v,si_nd,nd_v||si_nd,True,4.9223584794812e-08,0.0693198643658079,False,,,True,3.9673406060616e-25,0.0426642420927157,2
v_ni,nd_na,v_ni||nd_na,True,4.9697264135609144e-08,0.0566184315428998,False,,,True,1.817451155817729e-36,0.0558815410140436,2
y_mn,na_ti,y_mn||na_ti,True,5.1990186723892823e-08,0.0373708481296951,False,,,True,3.760780520596965e-31,0.03361621198739,2
mn_ca,co_si,mn_ca||co_si,True,5.2127383937848737e-08,0.0247008448508704,True,8.128502651710614e-05,0.0124513517986847,False,,,2
mn_ca,si_ni,mn_ca||si_ni,True,4.709241048797106e-08,0.0245945012026321,True,0.0004020781479713,0.0095402001886221,False,,,2
si_na,sc_nd,si_na||sc_nd,True,3.0639883236084925e-08,0.0462391678355389,True,0.0003732580194387,0.0166807781223469,False,,,2
nd_cu,si_nd,nd_cu||si_nd,True,3.0641622613889513e-08,0.079829722596993,False,,,True,1.255718629362348e-25,0.0485527076290533,2
si_nd,co_nd,si_nd||co_nd,True,3.276726616880547e-08,0.0735850946445572,False,,,True,1.2667507199104886e-25,0.0438933166367998,2
nd_cu,y_mn,nd_cu||y_mn,True,3.3459393344019234e-08,0.0619353131001148,False,,,True,1.1241680693050793e-30,0.0479219666580783,2
v_ti,nd_na,v_ti||nd_na,True,3.452633851311832e-08,0.0572955218392745,False,,,True,3.9643116820609134e-36,0.0547220373111918,2
sc_ti,nd_na,sc_ti||nd_na,True,3.5239472615172766e-08,0.0577084307090775,False,,,True,3.2280567217536025e-36,0.0555745949972672,2
si_ti,nd_na,si_ti||nd_na,True,3.5845417457837645e-08,0.0578423753613093,False,,,True,2.202876581396129e-37,0.0574186108541222,2
ti_ca,nd_na,ti_ca||nd_na,True,3.601713831730189e-08,0.0578459620427544,False,,,True,1.4280916010840745e-36,0.056122997878055,2
co_y,si_v,co_y||si_v,True,3.6234722474002626e-08,0.0334804086958137,True,0.0005149799577015,0.0133908279633788,False,,,2
co_ni,si_v,co_ni||si_v,True,4.0593012929028736e-08,0.02250413793313,True,6.597153306322448e-06,0.0151329215590298,False,,,2
v_y,cr_na,v_y||cr_na,True,3.7490999251926066e-08,0.0368961992781462,False,,,True,1.0851330274294026e-33,0.0343023008905956,2
v_cu,nd_na,v_cu||nd_na,True,3.76215780696036e-08,0.0577165405524255,False,,,True,3.567945371976822e-36,0.0551918287935138,2
co_mn,si_v,co_mn||si_v,True,3.8149313254302574e-08,0.0262679081575103,True,5.782322984408443e-05,0.0139199210892612,False,,,2
nd_ca,nd_ba,nd_ca||nd_ba,True,3.840410455088885e-08,0.0588498227720002,False,,,True,2.149294134637951e-25,0.0349586619929422,2
nd_na,co_sc,nd_na||co_sc,True,3.8487916596067474e-08,0.0572949153146481,False,,,True,6.226387703161342e-36,0.0548605398386056,2
nd_na,co_cr,nd_na||co_cr,True,3.880894740263179e-08,0.0571141157171852,False,,,True,2.2634355125210045e-38,0.0584248405059458,2
si_ni,cr_na,si_ni||cr_na,True,3.897583618476168e-08,0.0282389766663015,False,,,True,4.787275862091661e-43,0.0382638068219477,2
k_mn,nd_na,k_mn||nd_na,True,3.927745827588757e-08,0.0569654871478128,False,,,True,4.6504933070340484e-35,0.052779402946178,2
si_ni,co_si,si_ni||co_si,True,3.948280318698701e-08,0.0227079964372818,True,0.0002166387769509,0.0102337973942656,False,,,2
ni_ca,si_v,ni_ca||si_v,True,4.0147577395170586e-08,0.0246206719008123,True,1.54797937938411e-06,0.0199537463465558,False,,,2
na_zn,si_nd,na_zn||si_nd,True,3.66453565801228e-08,0.0546221131965299,False,,,True,8.804468752085856e-28,0.0371084245302677,2
na_v,si_v,na_v||si_v,True,6.475736789312685e-08,0.0287648938942074,True,0.0001925562787823,0.0136508725538554,False,,,2
si_ni,cr_k,si_ni||cr_k,True,6.56353415543843e-08,0.0251353258622767,True,7.817143129655581e-05,0.0123884248977824,False,,,2
cr_cu,nd_na,cr_cu||nd_na,True,6.676305939343463e-08,0.0559095050235017,False,,,True,3.2044827888021753e-38,0.060436320003085,2
nd_cu,cr_y,nd_cu||cr_y,True,6.787170027631686e-08,0.0581516868399661,False,,,True,7.415513994144125e-31,0.0474159315555689,2
co_cu,nd_na,co_cu||nd_na,True,6.840483912897513e-08,0.054652438665738,False,,,True,2.269604177785214e-36,0.0556677479040653,2
cr_na,cr_sc,cr_na||cr_sc,True,6.891389706809671e-08,0.0288482711323631,False,,,True,6.678829342411446e-41,0.0371634197605201,2
si_ca,nd_na,si_ca||nd_na,True,6.990625368058586e-08,0.0547658518103933,False,,,True,2.045640466705636e-38,0.0584753314566836,2
mn_ca,cr_na,mn_ca||cr_na,True,7.239064560802489e-08,0.02927358362824,False,,,True,2.44849070751358e-39,0.0358683580394615,2
y_cu,nd_na,y_cu||nd_na,True,7.386403586905183e-08,0.057072264349035,False,,,True,3.34151216763202e-33,0.051995518533717,2
co_ca,si_v,co_ca||si_v,True,5.278119646740384e-08,0.0243920044527652,True,2.3191571647907466e-07,0.0238444772801254,False,,,2
cr_y,sc_v,cr_y||sc_v,True,7.460392462429106e-08,0.0371269083547598,True,8.265257909474492e-05,0.0193235471926014,False,,,2
cr_y,nd_ba,cr_y||nd_ba,True,7.499251610045177e-08,0.0442870072975476,False,,,True,5.849020663188051e-33,0.0392474445527282,2
na_ca,y_mn,na_ca||y_mn,True,7.93497507334515e-08,0.0367083891182804,False,,,True,1.3142104462877795e-32,0.0370773517732406,2
cr_zn,si_v,cr_zn||si_v,True,8.03086013028955e-08,0.0332680511565965,True,6.012965877353366e-05,0.016562750761669,False,,,2
na_ni,si_v,na_ni||si_v,True,8.228182923422627e-08,0.0260960139046297,True,3.138807559847993e-05,0.0163424721112797,False,,,2
ni_y,cr_na,ni_y||cr_na,True,8.566434451694575e-08,0.0317465633806976,False,,,True,1.101350974750947e-37,0.0368565494782619,2
co_v,nd_na,co_v||nd_na,True,8.598027967480996e-08,0.0540580745444277,False,,,True,1.528475710922387e-36,0.0555436125010504,2
cr_y,cr_nd,cr_y||cr_nd,True,8.608444109775802e-08,0.0452616190250332,False,,,True,3.3626789629370285e-25,0.0286163547529852,2
k_ni,nd_na,k_ni||nd_na,True,2.564215077271574e-07,0.0501292327030605,False,,,True,1.715283641967165e-34,0.0522739008186894,2
sc_v,cr_si,sc_v||cr_si,True,8.856462869894063e-08,0.0339584423895169,True,4.75225074331852e-06,0.0236666087899773,False,,,2
nd_ca,v_ti,nd_ca||v_ti,True,7.406727506715665e-08,0.0478618088290376,True,0.0005481922440886,0.0163979582065189,False,,,2
si_mn,nd_ba,si_mn||nd_ba,True,5.337755775581359e-08,0.0442415533544663,False,,,True,2.368755368584979e-31,0.0355481297869441,2
na_mn,co_y,na_mn||co_y,True,5.409372767291182e-08,0.0360975459497018,False,,,True,1.3053122191048502e-31,0.0333727574246663,2
co_ti,nd_na,co_ti||nd_na,True,5.44367260017739e-08,0.0563353261688017,False,,,True,1.7702771442408128e-36,0.055956831935994,2
ni_y,nd_ni,ni_y||nd_ni,True,5.4445424304178476e-08,0.0458676568715992,False,,,True,1.6471222921242549e-25,0.0297996224745945,2
sc_ti,si_v,sc_ti||si_v,True,5.565301988481498e-08,0.0235601702980537,True,1.388692803884722e-06,0.0181912825853581,False,,,2
y_ti,nd_na,y_ti||nd_na,True,5.744926091418844e-08,0.0551175336280685,False,,,True,7.082181635954393e-40,0.0606491069697681,2
na_v,nd_na,na_v||nd_na,True,5.7775080252013536e-08,0.0568421861922079,False,,,True,3.6605907909239092e-37,0.058253699180553,2
si_mn,sc_v,si_mn||sc_v,True,5.7822470067996666e-08,0.0346898907825213,True,7.319199031369433e-06,0.0227575765088405,False,,,2
ba_y,nd_na,ba_y||nd_na,True,5.792203252008375e-08,0.0565373509012398,False,,,True,5.6686642784786425e-34,0.0518599110328418,2
cr_mn,nd_na,cr_mn||nd_na,True,6.42286282259611e-08,0.0555519247117891,False,,,True,1.1144265663268485e-36,0.0561869498430762,2
si_ca,cr_y,si_ca||cr_y,True,5.844589087449668e-08,0.0313777206758265,False,,,True,2.809302410089137e-25,0.0221079208903828,2
nd_ca,sc_v,nd_ca||sc_v,True,5.8761977330513305e-08,0.0499199151119691,True,5.589424715224293e-05,0.0238718352058589,False,,,2
co_ca,nd_na,co_ca||nd_na,True,5.987816008568339e-08,0.0551212572665194,False,,,True,9.823160057379082e-37,0.0552678171419996,2
ni_cu,nd_na,ni_cu||nd_na,True,5.990024229179743e-08,0.0557109041066382,False,,,True,9.20886212758628e-37,0.0565454142042889,2
co_ni,nd_na,co_ni||nd_na,True,6.081691878771477e-08,0.056132153100723,False,,,True,5.869838260299667e-37,0.0571101456331593,2
ti_cu,nd_na,ti_cu||nd_na,True,6.154348635368336e-08,0.0560546373799678,False,,,True,4.1422471159681843e-36,0.0566866070055186,2
co_na,cr_si,co_na||cr_si,True,6.283068728670876e-08,0.0296381118756505,False,,,True,2.5013860078315223e-27,0.0220634680941608,2
mn_cu,nd_na,mn_cu||nd_na,True,6.339998298527919e-08,0.0554282792915477,False,,,True,9.357782263250063e-40,0.0622616011411432,2
v_ca,nd_ca,v_ca||nd_ca,True,6.356493995597895e-08,0.0490262091625689,True,7.542507691908527e-05,0.0224998440105699,False,,,2
nd_ti,nd_na,nd_ti||nd_na,True,6.357401619493876e-08,0.0695796315160913,False,,,True,1.2315793855974184e-33,0.0606753235855288,2
si_mn,co_nd,si_mn||co_nd,True,5.8395347653352414e-08,0.0491342117812073,False,,,True,4.840146352609714e-28,0.0341489818525616,2
na_ca,co_ti,na_ca||co_ti,False,,,True,0.0001097136852573,0.0179816822561674,True,1.0087475044499036e-28,0.0269432584055218,2
na_ca,cr_k,na_ca||cr_k,False,,,True,0.0001107004140106,0.0181360703081272,True,8.68340987199302e-27,0.0253188766307948,2
na_ca,si_ni,na_ca||si_ni,False,,,True,0.0001155024794381,0.0174970934791628,True,1.2069246590232458e-30,0.0282798821510158,2
co_ca,na_ni,co_ca||na_ni,False,,,True,0.0001159378962232,0.0141139301503415,True,2.3205721552086385e-27,0.0206287302011392,2
ni_y,sc_na,ni_y||sc_na,False,,,True,0.0001199348310346,0.0186369262709945,True,2.1215478183919028e-27,0.0275626826318893,2
na_mn,sc_v,na_mn||sc_v,False,,,True,0.0001323567014835,0.0188723360789445,True,1.0339870910519267e-31,0.033072318198742,2
ca_cu,na_ti,ca_cu||na_ti,False,,,True,0.0001343951345006,0.0191943288779512,True,2.2357631979313275e-25,0.0262708019991818,2
sc_na,sc_si,sc_na||sc_si,False,,,True,0.0001456828147362,0.0187518479866595,True,3.194053126422808e-25,0.0265127455050301,2
na_ca,cr_ca,na_ca||cr_ca,False,,,True,0.0001697516523285,0.0170605537639054,True,3.5341653944170064e-30,0.0286275785761864,2
cr_ca,cr_sc,cr_ca||cr_sc,True,2.649195369326964e-07,0.0209719673692019,True,7.027157394812707e-05,0.0110889769205861,False,,,2
mn_ca,na_ca,mn_ca||na_ca,False,,,True,0.0001820010915712,0.0170744675670533,True,6.296150011287152e-29,0.027715050399892,2
na_ti,sc_na,na_ti||sc_na,False,,,True,0.0001892723925591,0.0217726407728886,True,4.5399296916162165e-30,0.0381058368625447,2
v_ti,na_ti,v_ti||na_ti,False,,,True,0.0001942965445951,0.0155646127271297,True,7.209740820174161e-25,0.0218966716081355,2
na_v,sc_na,na_v||sc_na,False,,,True,0.0001980530637436,0.0184100356230546,True,9.920677678969783e-29,0.0309956554562171,2
na_ca,si_na,na_ca||si_na,False,,,True,0.0001981517167788,0.0200831944682211,True,1.151419981550214e-25,0.0290968609494726,2
na_ca,cr_si,na_ca||cr_si,False,,,True,0.0001988535478577,0.0167390486468613,True,4.49503991484314e-35,0.0340571407040026,2
k_na,sc_na,k_na||sc_na,False,,,True,0.0001996297213741,0.0241336929214511,True,8.625471417923045e-28,0.038994105580818,2
na_ni,sc_na,na_ni||sc_na,False,,,True,0.000200317583751,0.0191650573540914,True,3.070174532071056e-31,0.0355741935004631,2
k_ca,sc_na,k_ca||sc_na,False,,,True,0.0002043357642817,0.0167899495496393,True,7.860215383663311e-25,0.0243488852878852,2
na_ti,sc_ni,na_ti||sc_ni,False,,,True,0.0002265816732561,0.0149554462475979,True,6.662160935368287e-25,0.0217439374400486,2
ni_cu,na_ca,ni_cu||na_ca,False,,,True,0.000178144031445,0.0173122312559468,True,6.337463023687143e-28,0.0274036234696035,2
na_ca,sc_mn,na_ca||sc_mn,False,,,True,5.937236162499736e-05,0.020019191130915,True,1.2870723289478023e-26,0.0258915181178855,2
co_v,sc_na,co_v||sc_na,False,,,True,6.013319660442149e-05,0.0191132593119177,True,3.0836863116841107e-26,0.0249726879796533,2
nd_ca,sc_na,nd_ca||sc_na,False,,,True,6.148508351771055e-05,0.024584741096425,True,1.4995458610567834e-25,0.0318434280265153,2
v_cu,sc_na,v_cu||sc_na,False,,,True,6.152208464576553e-05,0.0203418659345334,True,4.678765339971205e-25,0.0254538997176783,2
cr_ni,sc_na,cr_ni||sc_na,False,,,True,6.382999559627311e-05,0.0191322866263311,True,7.258240999071336e-30,0.028907509100468,2
sc_v,cr_na,sc_v||cr_na,False,,,True,6.790607057704816e-05,0.0203149082291314,True,2.731223833508617e-32,0.0333689286078019,2
k_ti,sc_na,k_ti||sc_na,False,,,True,7.363819279647945e-05,0.0191923427450581,True,5.799067142204318e-25,0.0243221432408654,2
co_ca,na_ti,co_ca||na_ti,False,,,True,7.488249500732973e-05,0.0173402455224053,True,5.054522687455983e-27,0.023373158939808,2
sc_na,co_cr,sc_na||co_cr,False,,,True,7.553497352833748e-05,0.0186457570369308,True,6.429627655879888e-31,0.0299456427920863,2
ti_cu,na_ca,ti_cu||na_ca,False,,,True,0.0001047641351366,0.020027261801133,True,2.7161891530883347e-27,0.0285282439571254,2
v_mn,sc_na,v_mn||sc_na,False,,,True,8.434817951665768e-05,0.0195359507434826,True,1.9595687259840128e-27,0.0277462689544098,2
cr_cu,sc_na,cr_cu||sc_na,False,,,True,8.510593152204634e-05,0.0208916244195583,True,1.5480376902450664e-30,0.0335548135607284,2
co_mn,sc_na,co_mn||sc_na,False,,,True,8.921047362543753e-05,0.0183643713611395,True,5.416745395873589e-31,0.0301332069636101,2
na_ca,sc_ti,na_ca||sc_ti,False,,,True,8.961829269955626e-05,0.0182600890595925,True,5.932155816109136e-29,0.0269499712150628,2
v_ca,cr_na,v_ca||cr_na,False,,,True,9.097823215845316e-05,0.0185268590368868,True,1.774147659310952e-36,0.0353101262796153,2
sc_na,sc_k,sc_na||sc_k,False,,,True,9.132338718981636e-05,0.0181067563392936,True,1.9613926872435823e-25,0.0240645067187897,2
si_ca,sc_na,si_ca||sc_na,False,,,True,9.530229391874732e-05,0.0185636679443289,True,7.924030679811742e-30,0.0293461421422626,2
co_cu,sc_na,co_cu||sc_na,False,,,True,9.549914288278724e-05,0.0191094836794989,True,2.387898333111789e-25,0.0254979183991901,2
na_ca,v_ni,na_ca||v_ni,False,,,True,9.931653259235591e-05,0.0179370790113079,True,3.1973461103254463e-28,0.0260330450099847,2
mn_cu,sc_na,mn_cu||sc_na,False,,,True,0.000101861303992,0.0196998977505637,True,1.0695994422778106e-32,0.0347983745514916,2
cr_mn,sc_na,cr_mn||sc_na,False,,,True,7.554461362927387e-05,0.0183553027800327,True,3.3023549884689674e-27,0.0257596905537236,2
v_cu,na_ca,v_cu||na_ca,False,,,True,0.0004260006350896,0.0155097157255569,True,1.3907202238712625e-25,0.0256164477931295,2
na_ca,k_ti,na_ca||k_ti,False,,,True,0.0004491053784895,0.0147021833153218,True,4.91600543280957e-26,0.0245664431283492,2
na_ca,co_v,na_ca||co_v,False,,,True,0.0004497873490854,0.0143934843832466,True,1.2660470375620944e-27,0.0255946494842626,2
na_ca,ni_y,na_ca||ni_y,False,,,True,0.000455291404081,0.0154637216598853,True,1.0217392494880409e-28,0.0286518518739744,2
si_mn,nd_y,si_mn||nd_y,True,2.278012870426468e-14,0.0952532171229052,False,,,True,1.177906998969608e-43,0.0560450443113761,2
si_mn,k_na,si_mn||k_na,False,,,True,0.0006199090214957,0.0159795340898778,True,7.526592320104878e-28,0.0308168677113011,2
co_cu,na_ca,co_cu||na_ca,False,,,True,0.0004641931969209,0.0151078994435244,True,8.507709913354724e-27,0.0263643024070492,2
na_ca,ti_mn,na_ca||ti_mn,False,,,True,0.0004700389845514,0.014348476961451,True,5.101810390437122e-31,0.0291707373331924,2
sc_na,cr_na,sc_na||cr_na,False,,,True,0.0004982280972662,0.0187559642318173,True,1.4620375333221436e-38,0.0499284202055021,2
ni_ca,na_ca,ni_ca||na_ca,False,,,True,0.000230850408278,0.0172027191154227,True,7.697378521348729e-27,0.026467262902962,2
si_na,cr_si,si_na||cr_si,False,,,True,0.0005074470216413,0.0126092628347191,True,2.531914256293016e-25,0.0210653854024539,2
na_ca,co_cr,na_ca||co_cr,False,,,True,0.0005277348597976,0.0141466517988883,True,1.1570992117774459e-32,0.0309950041774359,2
na_mn,co_sc,na_mn||co_sc,False,,,True,0.0005290021365547,0.0141589671598269,True,1.9847023191986525e-36,0.0355444955665321,2
si_cu,cr_na,si_cu||cr_na,False,,,True,0.0005441218002649,0.0138272448339286,True,1.3463615244122846e-35,0.0341344025645894,2
mn_cu,na_ca,mn_cu||na_ca,False,,,True,0.0005631637945811,0.0150623983404874,True,8.199963957889003e-35,0.0359042459378345,2
na_ca,v_mn,na_ca||v_mn,False,,,True,0.0005671547058801,0.0146912628665849,True,2.6528296038652525e-29,0.0290049758045658,2
na_ca,cr_ni,na_ca||cr_ni,False,,,True,0.0005717272179205,0.0140438235401014,True,2.434671020779963e-31,0.0297187311869974,2
k_na,cr_si,k_na||cr_si,False,,,True,0.0005832060523509,0.0161330119168166,True,9.505463459881794e-28,0.0307580672482393,2
na_ca,k_na,na_ca||k_na,False,,,True,0.0005913986753782,0.0200876844225148,True,3.3836509758949466e-29,0.0398993935176589,2
na_ni,cr_sc,na_ni||cr_sc,False,,,True,0.0005943001720752,0.010338998393024,True,2.2134379257262854e-26,0.0189528664014874,2
na_ca,ni_mn,na_ca||ni_mn,False,,,True,0.0004993658313517,0.0143732684145214,True,7.546803344506935e-32,0.0302554405335234,2
na_ti,cr_sc,na_ti||cr_sc,False,,,True,0.0002393130738608,0.0142039683149062,True,9.062359718671024e-28,0.0234472786296084,2
na_ca,co_ni,na_ca||co_ni,False,,,True,0.0002393955852441,0.0159197328030723,True,2.0261042895432489e-29,0.0273444215038634,2
cr_na,co_sc,cr_na||co_sc,False,,,True,0.0002397936117266,0.0154627127967689,True,6.327340852876722e-38,0.0359480810453674,2
na_ti,co_si,na_ti||co_si,False,,,True,0.000240942674234,0.0140187207290781,True,2.486090388516656e-26,0.0217070857445556,2
cr_y,sc_na,cr_y||sc_na,False,,,True,0.0002420016020443,0.0178942993871714,True,2.763683685016458e-34,0.0371325311312839,2
y_mn,sc_na,y_mn||sc_na,False,,,True,0.0002535417250956,0.0187287986956346,True,5.381229167746619e-32,0.0362009179149741,2
na_ca,si_mn,na_ca||si_mn,False,,,True,0.0002536997990792,0.0164062396225232,True,1.6812125174400574e-34,0.0339719158340295,2
y_ti,sc_na,y_ti||sc_na,False,,,True,0.0002826164053629,0.0169456913290157,True,5.261248916430875e-28,0.0290371326624119,2
na_ca,co_y,na_ca||co_y,False,,,True,0.0002920564194642,0.017400794984571,True,6.132339334891375e-25,0.0256910120284073,2
